,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/M28W03.wav
1239,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F20S01.wav
257,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/M25W06.wav
11,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F19N11.wav
1706,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F10A54.wav
1518,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M19S02.wav
447,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F21A23.wav
2472,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24N14.wav
2552,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24H10.wav
2909,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12A12.wav
2279,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M44N06.wav
2940,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M48N05.wav
2751,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M15N01.wav
2192,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M40N45.wav
2342,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/M47H01.wav
2880,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F20N16.wav
1789,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M22N19.wav
239,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/M34H04.wav
97,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M16A23.wav
909,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M25A48.wav
2362,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/F30H03.wav
2422,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M04N01.wav
2549,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M25A44.wav
2410,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F20N13.wav
2541,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M24N03.wav
1334,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12A64.wav
2065,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M25A30.wav
1162,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F03S09.wav
695,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F09S08.wav
2964,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M28N20.wav
399,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F23A14.wav
2559,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M40N50.wav
118,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F17S02.wav
10,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M25N07.wav
2074,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M03S13.wav
1502,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/F02W06.wav
2801,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M05N02.wav
58,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12W07.wav
83,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/M56W01.wav
930,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F03S05.wav
1199,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F07A59.wav
2570,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M40N24.wav
123,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F21S04.wav
1485,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M47A17.wav
1593,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M32S05.wav
177,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/M47W02.wav
2621,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/F21W11.wav
2014,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/M04H01.wav
965,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M28A11.wav
579,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/M13H03.wav
189,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M04N34.wav
1062,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/F21W27.wav
2013,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/F03H03.wav
2615,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M28S24.wav
1905,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F04A03.wav
2983,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M47N20.wav
2312,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M28A39.wav
330,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12A08.wav
2408,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M26A31.wav
2591,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M05S14.wav
1091,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/M08H04.wav
80,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/M44H08.wav
797,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F07A49.wav
1336,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M28S10.wav
1079,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24W16.wav
2992,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M52S01.wav
1913,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M04N05.wav
766,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M47N16.wav
1991,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M04S05.wav
1167,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M44N12.wav
1395,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F21S30.wav
1004,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M25A36.wav
1997,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24W24.wav
2124,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F01A20.wav
340,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M04A10.wav
2028,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M05S15.wav
37,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24W01.wav
2111,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12A05.wav
1458,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12S04.wav
422,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F03S15.wav
2383,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M29A17.wav
1320,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M47N02.wav
2886,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/F23H04.wav
19,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24A24.wav
1530,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F28A07.wav
2824,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M16A10.wav
1471,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M28S05.wav
1934,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F05A02.wav
1104,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M48A05.wav
1624,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M40N05.wav
1069,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M28A17.wav
715,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M18N03.wav
1268,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F07N10.wav
2831,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/M34H06.wav
50,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F23A13.wav
2652,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F31A02.wav
1089,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F07S35.wav
2405,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M04N08.wav
747,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M38N05.wav
1085,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24H26.wav
1152,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M53A27.wav
1034,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/M07H02.wav
1429,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M25A14.wav
2347,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24N16.wav
339,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M29A01.wav
812,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M40N47.wav
276,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12N27.wav
1309,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M29A02.wav
2783,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/F21W23.wav
1639,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M03S11.wav
1424,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F05N50.wav
1299,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M15A07.wav
2340,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M11N06.wav
2179,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12W08.wav
2533,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/M43W01.wav
1435,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M03S21.wav
1277,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M20N02.wav
2768,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M37N09.wav
845,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/M11H07.wav
2303,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M36S05.wav
68,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F07A39.wav
129,F,/data1/jiayu_xiao/project/wzh/data/persian_wav/F03F01.wav
2686,F,/data1/jiayu_xiao/project/wzh/data/persian_wav/M21F01.wav
593,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/M36H01.wav
192,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F01S20.wav
2544,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F04A08.wav
1410,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F04A11.wav
448,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M04A06.wav
1501,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M46N04.wav
1388,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24W19.wav
1276,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M15A11.wav
1446,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F04A05.wav
1569,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M27N53.wav
446,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M27N55.wav
2594,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F06S02.wav
388,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/F22W02.wav
660,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M27N39.wav
984,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/F07H11.wav
2603,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F21S17.wav
2184,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F19N06.wav
1708,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M02N19.wav
2185,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F21N20.wav
1327,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/F02H01.wav
2006,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M04A11.wav
1783,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/F23H06.wav
2580,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M43A02.wav
429,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12N63.wav
2115,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F21S19.wav
1773,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M03S18.wav
1758,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M04N22.wav
2158,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F03S04.wav
1806,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/F21W03.wav
420,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F22A08.wav
706,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M04N82.wav
1528,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F30S04.wav
1959,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M21N07.wav
1331,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/F16W01.wav
2998,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M40N40.wav
27,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M20S01.wav
549,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F12A06.wav
913,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F05N02.wav
152,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12A20.wav
597,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/M21H01.wav
590,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M05A04.wav
325,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F21S34.wav
1328,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M29A03.wav
4,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F12N04.wav
1517,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F07A40.wav
2073,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M32S04.wav
2975,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/F22W01.wav
811,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12N72.wav
1713,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/F09W04.wav
1833,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M47N18.wav
782,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F22A01.wav
2080,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M47N15.wav
2036,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M16A07.wav
2063,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M40N44.wav
775,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F07S09.wav
2857,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F22N04.wav
871,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/M13H01.wav
2097,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24A23.wav
1136,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F01N05.wav
2913,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M40N39.wav
499,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/M24W03.wav
1718,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F09S01.wav
2400,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M27N57.wav
1387,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F07A02.wav
2287,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M26N01.wav
2471,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F10A37.wav
634,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M43A05.wav
786,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F19N21.wav
1114,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/M11H06.wav
2474,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M47N23.wav
1275,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F22S03.wav
2333,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/F02H04.wav
534,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M21N10.wav
493,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12N18.wav
2421,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M47A14.wav
874,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/F06W03.wav
647,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M26A33.wav
2933,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F19N35.wav
173,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F07S42.wav
2935,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24A39.wav
557,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M25S10.wav
988,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F30N02.wav
1644,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F10A22.wav
816,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/F22H04.wav
801,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F02S05.wav
1792,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F20N11.wav
365,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24S11.wav
322,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F13A16.wav
969,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12N21.wav
2044,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F13N01.wav
40,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F17N01.wav
114,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F09S19.wav
1965,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F07A48.wav
2879,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/F05W01.wav
197,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M35N01.wav
2898,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F10A57.wav
2704,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M09S01.wav
89,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M27N26.wav
1901,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12N74.wav
2378,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M28A23.wav
753,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M27N12.wav
1971,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12N32.wav
1179,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M15A04.wav
210,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M50A05.wav
1227,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F07A43.wav
2748,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F10A28.wav
2200,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M09A21.wav
680,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F02A01.wav
2297,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F07A14.wav
1629,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M04S07.wav
1638,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24S17.wav
2788,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M02A09.wav
2152,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M26N02.wav
1666,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24A12.wav
1804,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M22N18.wav
1759,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M28S03.wav
2645,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F05N07.wav
1677,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M52S02.wav
1582,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/F23W01.wav
2907,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F02S02.wav
652,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F09A03.wav
524,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F05N43.wav
707,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F19S01.wav
1482,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M25A27.wav
708,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F07N03.wav
1030,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/F01H04.wav
2406,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F21A57.wav
309,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F11N09.wav
1839,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M30A07.wav
1777,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F17S07.wav
1389,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12A04.wav
2492,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M40N03.wav
1103,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M42A12.wav
685,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24H23.wav
761,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M25A66.wav
550,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/F07H03.wav
669,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M37N14.wav
1455,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/F06H03.wav
2242,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M14N05.wav
7,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F03S02.wav
1536,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M03S05.wav
2148,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M02N13.wav
1143,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24S21.wav
2764,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/M43W07.wav
2196,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F21S02.wav
2007,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M21N01.wav
830,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/M41H05.wav
2765,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M19N03.wav
682,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/M31W01.wav
2488,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24H02.wav
2018,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/M21W04.wav
2633,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/F09H02.wav
2121,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M28N11.wav
860,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M40N49.wav
2682,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M08N01.wav
618,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12N41.wav
877,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M34N01.wav
176,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M40N15.wav
2502,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12N36.wav
2223,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M53A20.wav
1563,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M25S05.wav
2517,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F29N05.wav
234,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M53A08.wav
2942,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/F07H09.wav
910,W,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24W17.wav
2956,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F21N24.wav
2681,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F19N01.wav
2916,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F07S30.wav
2024,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F21S37.wav
1640,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M05A07.wav
1801,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F21A53.wav
297,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F01A03.wav
1665,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F02S15.wav
1686,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M48A01.wav
2372,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F23S02.wav
2741,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M17N02.wav
2805,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M33A01.wav
592,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M25A05.wav
2217,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M02N01.wav
2664,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M26A20.wav
2399,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F21A20.wav
1731,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F21S16.wav
1977,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F22N06.wav
2352,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/F06H05.wav
2957,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/F22H03.wav
876,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F21N17.wav
1577,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M04S08.wav
2737,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M17N06.wav
959,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24A70.wav
1291,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M03A01.wav
139,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12N11.wav
555,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M25A25.wav
368,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F01A12.wav
1986,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F12A12.wav
996,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M16A31.wav
307,F,/data1/jiayu_xiao/project/wzh/data/persian_wav/M07F01.wav
59,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F19N10.wav
2555,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F12A11.wav
1522,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M28A30.wav
2596,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M12A68.wav
1570,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M19N01.wav
2865,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M25N17.wav
476,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M38N11.wav
135,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/M28S02.wav
2715,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M29A07.wav
2599,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F28A26.wav
2804,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F21A25.wav
2104,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F06S08.wav
1779,H,/data1/jiayu_xiao/project/wzh/data/persian_wav/F24H04.wav
1403,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F07S39.wav
2274,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M02A22.wav
858,S,/data1/jiayu_xiao/project/wzh/data/persian_wav/F30S08.wav
832,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/F23N01.wav
246,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M24A04.wav
1631,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M25N19.wav
2491,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M03A36.wav
280,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F01A06.wav
366,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/M26A26.wav
1684,A,/data1/jiayu_xiao/project/wzh/data/persian_wav/F01A18.wav
1858,N,/data1/jiayu_xiao/project/wzh/data/persian_wav/M04N61.wav
